names,cusine,price,reviews_count,rating,address,url
Flat Iron Covent Garden,Steak house,££,"5,199 reviews",4.6,"17-18 Henrietta St, London WC2E 8QH","https://www.google.com/maps/place/Flat+Iron+Covent+Garden/@51.5201277,-0.1070778,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc0debafed:0xe8b33b595e8b2176!8m2!3d51.510795!4d-0.1240732!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELc3RlYWtfaG91c2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTmhielpoVGxCQkVBRQ"
Koya City,Japanese restaurant,££,509 reviews,4.2,,"https://www.google.com/maps/place/Koya+City/@51.5201277,-0.1070778,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760355a83111a3:0xb40d9caf11576036!8m2!3d51.5122556!4d-0.0915817!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETamFwYW5lc2VfcmVzdGF1cmFudA"
Mele e Pere,Italian restaurant,££,961 reviews,4.2,"46 Brewer St, London W1F 9TF","https://www.google.com/maps/place/Heddon+Street+Kitchen/@51.5201277,-0.1070778,13z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604d5c1e8e5d5:0x7d0bc76c231a6058!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Heddon Street Kitchen,Modern European restaurant,£££,"2,201 reviews",4.2,"3-9 Heddon St, London W1B 4BE","https://www.google.com/maps/place/Heddon+Street+Kitchen/@51.5107453,-0.1743409,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d5c1e8e5d5:0x7d0bc76c231a6058!8m2!3d51.5107453!4d-0.139322!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Inamo Covent Garden,Asian fusion restaurant,££,"2,979 reviews",4.1,,"https://www.google.com/maps/place/Inamo+Covent+Garden/@51.5107453,-0.1743409,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cb61a1f7cb:0x4bb5586e5505c808!8m2!3d51.5133859!4d-0.1231552!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEXYXNpYW5fZnVzaW9uX3Jlc3RhdXJhbnQ"
Murano,Italian restaurant,££££,468 reviews,4.6,,"https://www.google.com/maps/place/Murano/@51.5107453,-0.1743409,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052ed152494d:0x5ec0f4498cc76400!8m2!3d51.5071387!4d-0.1471746!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
San Carlo,Italian restaurant,£££,446 reviews,4.1,"2 Regent Street Saint James's, St. James's, London SW1Y 4LR","https://www.google.com/maps/place/San+Carlo/@51.5107453,-0.1743409,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760525e0282145:0x841fc26bd190cd88!8m2!3d51.5081847!4d-0.1331089!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Fumo,Italian restaurant,£££,"1,384 reviews",4.2,"37 St Martin's Ln, London WC2N 4ER","https://www.google.com/maps/place/Fumo/@51.5107453,-0.1743409,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cdd0d803e3:0x4e673aa69b8602c!8m2!3d51.5100532!4d-0.1267876!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
The India - Best of The City,Indian restaurant,££,945 reviews,4.5,"21 College Hill, London EC4R 2RP","https://www.google.com/maps/place/The+India+-+Best+of+The+City/@51.5107453,-0.1743409,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760355bb83bd49:0x59878a3027d6dca!8m2!3d51.5115001!4d-0.0921466!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERaW5kaWFuX3Jlc3RhdXJhbnQ"
MOC Kitchen - Authentic Vietnamese Restaurant,Vietnamese restaurant,££,269 reviews,4.3,"2, The Arches, Villiers St, London WC2N 6NG","https://www.google.com/maps/place/MOC+Kitchen+-+Authentic+Vietnamese+Restaurant/@51.5107453,-0.1743409,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cec66d500d:0x976c578f594098b8!8m2!3d51.5080846!4d-0.1240736!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEVdmlldG5hbWVzZV9yZXN0YXVyYW50"
Tandoor Chophouse,Restaurant,££,"1,165 reviews",4.3,"8 Adelaide St, London WC2N 4HZ","https://www.google.com/maps/place/Tandoor+Chophouse/@51.5108679,-0.0964752,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ce85b3b41d:0x80bba7ce05ff26f7!8m2!3d51.5091897!4d-0.1256362!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
IT London,Italian restaurant,Not Available,151 reviews,4.0,,"https://www.google.com/maps/place/IT+London/@51.5093171,-0.1778518,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487605467217330f:0x14f322d2e7b40ee0!8m2!3d51.5093171!4d-0.1428329!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Mumbai Square,Indian restaurant,££,610 reviews,3.9,,"https://www.google.com/maps/place/Cicchetti/@51.5156583,-0.1106676,13z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604d6ab463b4f:0xab4e014eb5e6125d!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Cicchetti,Italian restaurant,£££,"2,226 reviews",4.4,"215 Piccadilly, St. James's, London W1J 9HL","https://www.google.com/maps/place/Cicchetti/@51.5156583,-0.1106676,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d6ab463b4f:0xab4e014eb5e6125d!8m2!3d51.5094927!4d-0.1350617!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Bar 61 Restaurant,Modern European restaurant,££,542 reviews,4.6,,"https://www.google.com/maps/place/Bar+61+Restaurant/@51.4399962,-0.1605172,13z/data=!3m1!5s0x48760424e6cce4c5:0x17c31d4de50573cd!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760424e0aed7bb:0x30c10d73dd542abd!8m2!3d51.4399962!4d-0.1254983!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Prezzo London St Martins Lane,Restaurant,££,982 reviews,4.1,"116 St Martin's Ln, London WC2N 4BD","https://www.google.com/maps/place/Prezzo+London+St+Martins+Lane/@51.5096819,-0.1621332,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cdd7f7d6c3:0x33d4cd9f36a1b78e!8m2!3d51.5096752!4d-0.1271033!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
C London Restaurant,Italian restaurant,££££,641 reviews,4.3,"23-25 Davies St, London W1K 3DE","https://www.google.com/maps/place/C+London+Restaurant/@51.5096819,-0.1621332,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052c6c72a607:0x11c0a94e1b983a82!8m2!3d51.5111111!4d-0.1477778!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
sketch,Modern European restaurant,££££,"6,177 reviews",4.3,"9 Conduit St, London W1S 2XG","https://www.google.com/maps/place/sketch/@51.5096819,-0.1621332,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052a8fed866b:0xb07500db019d0324!8m2!3d51.512693!4d-0.141529!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
34 Mayfair,Restaurant,££££,828 reviews,4.4,"34 Grosvenor Square, S Audley St, London W1K 2HD","https://www.google.com/maps/place/34+Mayfair/@51.5096819,-0.1621332,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052df6401a79:0xdf8b74d7a401bfbb!8m2!3d51.5102469!4d-0.1523196!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Happy London,Modern European restaurant,Not Available,"1,007 reviews",4.4,"25-29 Coventry St, London W1D 7AG","https://www.google.com/maps/place/Happy+London/@51.5096819,-0.1621332,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487605450b184bfb:0xc4f69bdc2f0263db!8m2!3d51.5101534!4d-0.1324234!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Honey & Co.,Middle Eastern restaurant,££,"1,059 reviews",4.5,,"https://www.google.com/maps/place/Honey+%26+Co./@51.5096819,-0.1621332,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b2826d840ab:0xfb24ea0b8036b3cd!8m2!3d51.5237916!4d-0.1408132!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEZbWlkZGxlX2Vhc3Rlcm5fcmVzdGF1cmFudA"
The Garden,Restaurant,Not Available,41 reviews,4.0,"10a Northumberland Ave, London SW1A 2BD","https://www.google.com/maps/place/The+Garden/@51.5096819,-0.1621332,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cf22f71fcf:0x20953d083ea75790!8m2!3d51.5066843!4d-0.1240672!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Sergio's,Italian restaurant,££,567 reviews,4.4,"84A Great Titchfield St., London W1W 7QY","https://www.google.com/maps/place/Sergio's/@51.5096819,-0.1621332,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b2a0ba9a781:0xf5a970794b21a31b!8m2!3d51.5190789!4d-0.1407174!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
The Light Bar & Dining,Modern European restaurant,Not Available,253 reviews,4.4,,"https://www.google.com/maps/place/The+Light+Bar+%26+Dining/@51.5096819,-0.1621332,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761cb11907c95b:0x72aa131556717d13!8m2!3d51.5221397!4d-0.078319!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Restaurant 92,Restaurant,Not Available,31 reviews,4.2,,"https://www.google.com/maps/place/Restaurant+92/@51.5096819,-0.1621332,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b341d911a0d:0x18f73c34163e4bdd!8m2!3d51.5201161!4d-0.1221279!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Estiatorio Milos,Greek restaurant,££££,980 reviews,4.5,"1 Regent Street Saint James's, St. James's, London SW1Y 4NW","https://www.google.com/maps/place/Estiatorio+Milos/@51.5096819,-0.1621332,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d1160e84d5:0xaad428448d60632b!8m2!3d51.5080636!4d-0.133511!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQZ3JlZWtfcmVzdGF1cmFudA"
Lobos,Tapas restaurant,££,870 reviews,4.4,"48 Frith St, London W1D 4SF","https://www.google.com/maps/place/Lobos/@51.5096819,-0.1621332,13z/data=!3m1!5s0x487604d2e70ce8b3:0xe2913d2a8e1680e7!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d2e7ea21cd:0x161dafcf747685f5!8m2!3d51.5135395!4d-0.1315779!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQdGFwYXNfcmVzdGF1cmFudA"
Forty Dean Street,Italian restaurant,££,378 reviews,4.2,"40 Dean St, London W1D 4PX","https://www.google.com/maps/place/Forty+Dean+Street/@51.5096819,-0.1621332,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d31ddf6267:0x464ecbe5b0357639!8m2!3d51.513372!4d-0.1321231!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Sartori - Italian Restaurant & Pizzeria,Southern Italian restaurant,££,"2,264 reviews",4.4,"15 Great Newport St, London WC2H 7JE","https://www.google.com/maps/place/Sartori+-+Italian+Restaurant+%26+Pizzeria/@51.5117829,-0.1630397,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cd99bdc449:0xbb2672df704de7f6!8m2!3d51.5118056!4d-0.1280295!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEbc291dGhlcm5faXRhbGlhbl9yZXN0YXVyYW50"
Hawksmoor Seven Dials,Steak house,£££,"2,999 reviews",4.6,,"https://www.google.com/maps/place/Hawksmoor+Seven+Dials/@51.5117829,-0.1630397,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604ccdf106809:0x1a0d5f013c2e0639!8m2!3d51.5134851!4d-0.1257198!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELc3RlYWtfaG91c2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTlhOWFYxVUUxQkVBRQ"
Gymkhana,Indian restaurant,££££,"1,309 reviews",4.5,"42 Albemarle St, London W1S 4JH","https://www.google.com/maps/place/Wahaca+Covent+Garden/@51.5117829,-0.1630397,13z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604cc1849430b:0xc6fde59f0456a483!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESbWV4aWNhbl9yZXN0YXVyYW50"
Wahaca Covent Garden,Mexican restaurant,££,"2,925 reviews",4.3,,"https://www.google.com/maps/place/Wahaca+Covent+Garden/@51.5117829,-0.1630397,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc1849430b:0xc6fde59f0456a483!8m2!3d51.5102995!4d-0.1245382!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESbWV4aWNhbl9yZXN0YXVyYW50"
temper Soho,Steak house,£££,"1,419 reviews",4.1,,"https://www.google.com/maps/place/Trullo/@51.5117829,-0.1630397,13z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x48761b64b5b2568d:0xf3e1468e90952e2a!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Trullo,Italian restaurant,£££,824 reviews,4.5,"300-302, St Paul's Rd, London N1 2LH","https://www.google.com/maps/place/Taro+-+Soho/@51.546265,-0.1365888,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d471c394ed:0x856064114fc66e1f!8m2!3d51.5114391!4d-0.1355731!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETamFwYW5lc2VfcmVzdGF1cmFudA"
Taro - Soho,Japanese restaurant,££,"1,844 reviews",4.3,"61 Brewer St, London W1F 9UW","https://www.google.com/maps/place/Taro+-+Soho/@51.5114391,-0.170592,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d471c394ed:0x856064114fc66e1f!8m2!3d51.5114391!4d-0.1355731!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETamFwYW5lc2VfcmVzdGF1cmFudA"
St. JOHN Restaurant,British restaurant,£££,"1,673 reviews",4.5,"26 St John St, Barbican, London EC1M 4AY","https://www.google.com/maps/place/Obic%C3%A0+Mozzarella+Bar+-+Poland+Street/@51.5114391,-0.170592,13z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x48761b2b33205017:0x7d8ce092edcacd05!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Obicà Mozzarella Bar - Poland Street,Italian restaurant,££,710 reviews,4.2,,"https://www.google.com/maps/place/Obic%C3%A0+Mozzarella+Bar+-+Poland+Street/@51.5114391,-0.170592,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b2b33205017:0x7d8ce092edcacd05!8m2!3d51.5149652!4d-0.1371893!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Smith & Wollensky,Steak house,££££,"1,250 reviews",4.5,"The Adelphi, 1-11 John Adam St, London WC2N 6HT","https://www.google.com/maps/place/Smith+%26+Wollensky/@51.5114391,-0.170592,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604c959323685:0xfc4237a3af426917!8m2!3d51.5094648!4d-0.1221005!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELc3RlYWtfaG91c2WaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTlhNSE16Y0dObkVBRQ"
German Food,German restaurant,Not Available,41 reviews,4.8,London SE1 1DN,"https://www.google.com/maps/place/German+Food/@51.4985839,-0.1340147,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876054d70e2dbef:0x7b23cac6f965a82f!8m2!3d51.4985839!4d-0.0989958!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERZ2VybWFuX3Jlc3RhdXJhbnQ"
Fallow,Restaurant,Not Available,306 reviews,4.5,"2 St James's Market, St. James's, London SW1Y 4RP","https://www.google.com/maps/place/Fallow/@51.4985839,-0.1340147,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d595786349:0x26d4df293937aa1a!8m2!3d51.5095711!4d-0.1329929!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Bubba Gump Shrimp Co,Fish and seafood restaurant,££,"4,464 reviews",3.9,"13 Coventry St, London W1D 7AB","https://www.google.com/maps/place/Bubba+Gump+Shrimp+Co/@51.4985839,-0.1340147,13z/data=!3m1!5s0x487604d3cdea0553:0x77b7b2cad1bef2ad!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d3ce238213:0x7fe872e8cee3f510!8m2!3d51.5103482!4d-0.1325867!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEbZmlzaF9hbmRfc2VhZm9vZF9yZXN0YXVyYW50"
Zizzi,Restaurant,££,"1,432 reviews",4.3,"73 Strand, London WC2R 0DE","https://www.google.com/maps/place/Angus+Steakhouse+Piccadilly+Circus/@51.4985839,-0.1340147,13z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604d3da201ba1:0x5389e09552aa5a9a!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELc3RlYWtfaG91c2WaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUTJhVnBVZVhGM1JSQUI"
Angus Steakhouse Piccadilly Circus,Steak house,££,"6,025 reviews",4.0,"21-22 Coventry St, Piccadilly, London W1D 7AE","https://www.google.com/maps/place/Angus+Steakhouse+Piccadilly+Circus/@51.4985839,-0.1340147,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d3da201ba1:0x5389e09552aa5a9a!8m2!3d51.5100945!4d-0.1329472!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELc3RlYWtfaG91c2WaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUTJhVnBVZVhGM1JSQUI"
NOPI,Mediterranean restaurant,£££,"1,980 reviews",4.5,"21-22 Warwick St, London W1B 5NE","https://www.google.com/maps/place/NOPI/@51.4985839,-0.1340147,13z/data=!3m1!5s0x487604d5ae6d11d5:0xd04ebe01d774c987!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d5b1d68889:0x5e42ea415103d817!8m2!3d51.5117272!4d-0.1384399!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEYbWVkaXRlcnJhbmVhbl9yZXN0YXVyYW50"
Old Compton Brasserie,Brasserie,££,850 reviews,4.5,"36, 38 Old Compton St, London W1D 4TT","https://www.google.com/maps/place/Old+Compton+Brasserie/@51.4985839,-0.1340147,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d2e5afb0b1:0xf0e6f842cee26607!8m2!3d51.5131556!4d-0.1315479!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEUcmVzdGF1cmFudF9icmFzc2VyaWWaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUTJla3BoWldaM0VBRQ"
Alexander The Great Restaurant,Greek restaurant,££,"1,123 reviews",4.5,"8 Plender St, London NW1 0JT","https://www.google.com/maps/place/Alexander+The+Great+Restaurant/@51.5362345,-0.1738919,13z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b1f8f5de7a5:0x5cceb11ce2f53bd0!8m2!3d51.5362345!4d-0.138873!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQZ3JlZWtfcmVzdGF1cmFudA"
ROBATA,Japanese restaurant,Not Available,448 reviews,4.3,"56 Old Compton St, London W1D 4UE","https://www.google.com/maps/place/ROBATA/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876053d0f377069:0xb1cca31cb9143a23!8m2!3d51.5128805!4d-0.1323498!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETamFwYW5lc2VfcmVzdGF1cmFudA"
Cơm Việt,Vietnamese restaurant,££,572 reviews,4.4,"2-4 Garrick St, London WC2E 9BH","https://www.google.com/maps/place/C%C6%A1m+Vi%E1%BB%87t/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc4e37e741:0xaea2f86472f35916!8m2!3d51.5115213!4d-0.1256635!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEVdmlldG5hbWVzZV9yZXN0YXVyYW50"
Iran Restaurant,Persian restaurant,££,"3,538 reviews",4.7,"27 Shepherd Market, London W1J 7PR","https://www.google.com/maps/place/Dinner+by+Heston+Blumenthal/@51.5108489,-0.1453714,12z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x4876053998f43547:0x60f3fd42f231a0fa!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESYnJpdGlzaF9yZXN0YXVyYW50"
Dinner by Heston Blumenthal,British restaurant,££££,"1,351 reviews",4.6,"66 Knightsbridge, London SW1X 7LA","https://www.google.com/maps/place/Dinner+by+Heston+Blumenthal/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876053998f43547:0x60f3fd42f231a0fa!8m2!3d51.502161!4d-0.159964!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESYnJpdGlzaF9yZXN0YXVyYW50"
